choice1,choice2,choice3,choice4,choice5,choice6,choice7,choice8,choice9,count
4,3,2,7,8,1,9,6,5,7
4,3,2,7,8,5,1,6,9,2
4,3,2,7,8,5,1,9,6,7
4,3,2,7,8,5,9,1,6,2
4,3,2,7,8,9,5,6,1,2
4,3,2,7,9,6,1,5,8,1
4,3,2,7,9,6,8,1,5,8
4,3,2,7,9,6,8,5,1,2
4,3,2,7,9,6,5,8,1,1
4,3,2,7,9,1,6,8,5,3
4,3,2,7,9,1,5,8,6,1
4,3,2,7,9,8,1,6,5,8
4,3,2,7,9,8,1,5,6,6
4,3,2,7,9,8,6,1,5,1
4,3,2,7,9,8,5,1,6,14
4,3,2,7,9,5,1,6,8,1
4,3,2,7,9,5,8,6,1,1
4,3,2,8,5,6,1,7,9,4
4,3,2,8,5,6,1,9,7,1
4,3,2,8,5,6,9,7,1,11
4,3,2,8,5,7,6,1,9,3
4,3,2,8,5,7,9,1,6,1
4,3,2,8,5,1,9,6,7,1
4,3,2,8,5,9,1,7,6,3
4,3,2,8,5,9,1,6,7,4
4,3,2,8,5,9,6,1,7,1
4,3,2,8,5,9,6,7,1,1
4,3,2,8,6,5,7,1,9,1
4,3,2,8,6,5,1,9,7,1
4,3,2,8,6,5,9,1,7,1
4,3,2,8,6,5,9,7,1,1
4,3,2,8,6,1,5,9,7,1
4,3,2,8,6,9,5,1,7,6
4,3,2,8,6,9,5,7,1,1
4,3,2,8,7,5,9,1,6,1
4,3,2,8,7,1,6,5,9,1
4,3,2,8,7,1,9,6,5,1
4,3,2,8,1,6,7,5,9,2
4,3,2,8,1,6,7,9,5,1
4,3,2,8,1,7,6,5,9,1
4,3,2,8,1,9,6,7,5,1
4,3,2,9,5,6,7,8,1,6
4,3,2,9,5,6,7,1,8,2
4,3,2,9,5,6,8,7,1,10
4,3,2,9,5,6,8,1,7,5
4,3,2,9,5,6,1,8,7,1
4,3,2,9,5,6,1,7,8,1
4,3,2,9,5,7,6,8,1,3
4,3,2,9,5,7,6,1,8,8
4,3,2,9,5,7,8,1,6,1
4,3,2,9,5,7,1,6,8,2
4,3,2,9,5,8,7,6,1,3
4,3,2,9,5,8,1,6,7,7
4,3,2,9,5,8,1,7,6,3
4,3,2,9,5,1,7,8,6,1
4,3,2,9,5,1,7,6,8,3
4,3,2,9,5,1,8,7,6,1
4,3,2,9,5,1,8,6,7,1
4,3,2,9,5,1,6,8,7,1
4,3,2,9,6,5,1,7,8,1
4,3,2,9,6,7,8,5,1,1
4,3,2,9,6,7,1,5,8,1
4,3,2,9,6,8,1,5,7,1
4,3,2,9,6,1,7,5,8,1
4,3,2,9,6,1,8,7,5,1
4,3,2,9,6,1,5,7,8,1
4,3,2,9,7,6,5,8,1,1
4,3,2,9,7,6,5,1,8,4
4,3,2,9,7,6,8,5,1,1
4,3,2,9,7,6,1,8,5,2
4,3,2,9,7,5,6,8,1,4
4,3,2,9,7,5,6,1,8,1
4,3,2,9,7,5,1,8,6,1
4,3,2,9,7,8,5,1,6,1
4,3,2,9,7,8,6,5,1,3
4,3,2,9,7,8,6,1,5,1
4,3,2,9,7,8,1,6,5,1
4,3,2,9,7,8,1,5,6,2
4,3,2,9,7,1,5,8,6,5
4,3,2,9,7,1,8,5,6,8
4,3,2,9,7,1,8,6,5,7
4,3,2,9,7,1,6,5,8,7
4,3,2,9,8,6,7,5,1,1
4,3,2,9,8,6,7,1,5,2
4,3,2,9,8,6,1,5,7,4
4,3,2,9,8,1,7,6,5,1
4,3,2,9,1,6,7,8,5,5
4,3,2,9,1,6,7,5,8,3
4,3,2,9,1,6,8,7,5,5
4,3,2,9,1,6,5,8,7,2
4,3,2,9,1,6,5,7,8,1
4,3,2,9,1,7,6,8,5,8
4,3,2,9,1,7,6,5,8,1
4,3,2,9,1,7,8,6,5,1
4,3,2,9,1,7,8,5,6,1
4,3,2,9,1,7,5,6,8,1
4,3,2,9,1,5,8,7,6,1
4,3,2,9,1,5,8,6,7,1
4,3,2,9,1,5,6,8,7,6
4,3,2,9,1,5,6,7,8,1
4,3,1,2,5,6,7,8,9,1
4,3,1,2,5,6,7,9,8,1
4,3,1,2,5,7,6,9,8,1
4,3,1,2,5,8,9,7,6,1
4,3,1,2,6,5,7,8,9,1
4,3,1,2,6,5,8,7,9,1
4,3,1,2,6,5,9,8,7,2
4,3,1,2,6,7,5,8,9,3
4,3,1,2,6,7,5,9,8,1
4,3,1,2,6,8,9,5,7,2
4,3,1,2,6,9,5,7,8,2
4,3,1,2,7,6,8,9,5,1
4,3,1,2,7,5,9,8,6,1
4,3,1,2,7,5,9,6,8,1
4,3,1,2,8,7,6,9,5,1
4,3,1,2,8,7,5,6,9,1
4,3,1,2,8,7,5,9,6,3
4,3,1,2,8,7,9,5,6,3
4,3,1,2,8,7,9,6,5,1
4,3,1,2,8,5,7,6,9,2
4,3,1,2,8,5,7,9,6,3
4,3,1,2,8,5,9,6,7,1
4,3,1,2,8,9,7,6,5,1
4,3,1,2,8,9,5,7,6,1
4,3,1,2,8,9,5,6,7,1
4,3,1,2,8,9,6,5,7,1
4,3,1,2,8,9,6,7,5,4
4,3,1,2,9,6,7,5,8,3
4,3,1,2,9,7,5,6,8,1
4,3,1,5,2,6,7,9,8,6
4,3,1,5,2,6,8,7,9,3
4,3,1,5,2,6,8,9,7,1
4,3,1,5,2,6,9,8,7,1
4,3,1,5,2,7,6,8,9,1
4,3,1,5,2,7,8,6,9,1
4,3,1,5,2,7,8,9,6,2
4,3,1,5,6,2,7,9,8,1
4,3,1,5,6,2,9,8,7,1
4,3,1,5,6,7,2,9,8,2
4,3,1,5,9,7,8,6,2,1
4,3,1,5,9,7,2,8,6,3
4,3,1,5,9,8,7,6,2,3
4,3,1,5,9,8,7,2,6,2
4,3,1,5,9,2,8,6,7,2
4,3,1,5,9,2,6,8,7,1
4,3,1,5,9,2,6,7,8,1
4,3,1,6,7,5,8,9,2,1
4,3,1,6,8,7,9,2,5,1
4,3,1,7,5,2,8,9,6,1
4,3,1,7,5,2,9,6,8,1
4,3,1,7,5,9,2,8,6,1
4,3,1,7,5,9,8,2,6,1
4,3,1,7,6,5,9,2,8,2
4,3,1,7,6,2,5,8,9,1
4,3,1,7,6,2,5,9,8,1
4,3,1,7,6,9,8,2,5,1
4,3,1,7,8,6,5,9,2,1
4,3,1,7,8,5,2,6,9,1
4,3,1,7,8,9,5,2,6,2
4,3,1,8,5,6,2,9,7,1
4,3,1,8,5,2,6,9,7,1
4,3,1,8,6,5,2,9,7,1
4,3,1,8,6,7,5,9,2,2
4,3,1,8,6,7,9,2,5,1
4,3,1,8,7,2,5,9,6,1
4,3,1,8,7,2,9,6,5,1
4,3,1,8,7,2,9,5,6,1
4,3,1,9,5,7,6,8,2,2
4,3,1,9,5,7,8,6,2,2
4,3,1,9,5,7,8,2,6,1
4,3,1,9,5,2,7,8,6,1
4,3,1,9,5,2,7,6,8,2
4,3,1,9,5,2,6,8,7,1
4,3,1,9,6,7,2,8,5,1
4,3,1,9,7,6,5,8,2,1
4,3,1,9,7,8,5,6,2,1
4,3,1,9,7,8,2,5,6,1
4,3,1,9,8,5,6,7,2,1
4,3,1,9,8,2,7,5,6,1
4,3,1,9,2,7,6,8,5,1
4,3,1,9,2,8,6,7,5,1
4,3,5,1,2,6,7,8,9,1
4,3,5,1,2,6,7,9,8,3
4,3,5,1,2,6,8,7,9,4
4,3,5,1,2,6,8,9,7,1
4,3,5,1,2,6,9,8,7,1
4,3,5,1,2,7,6,8,9,1
4,3,5,1,2,7,6,9,8,2
4,3,5,1,2,7,8,6,9,2
4,3,5,1,2,7,9,6,8,2
4,3,5,1,6,2,7,8,9,2
4,3,5,1,6,2,7,9,8,9
4,3,5,1,6,2,8,7,9,4
4,3,5,1,6,2,9,8,7,12
4,3,5,1,6,7,2,8,9,9
4,3,5,1,6,7,2,9,8,5
4,3,5,1,6,7,8,2,9,5
4,3,5,1,6,7,8,9,2,19
4,3,5,1,6,7,9,8,2,3
4,3,5,1,6,7,9,2,8,17
4,3,5,1,6,8,7,2,9,2
4,3,5,1,6,8,7,9,2,2
4,3,5,1,6,8,2,9,7,1
4,3,5,1,6,8,9,7,2,1
4,3,5,1,6,9,7,8,2,5
4,3,5,1,6,9,7,2,8,2
4,3,5,1,6,9,8,7,2,8
4,3,5,1,6,9,8,2,7,5
4,3,5,1,6,9,2,8,7,2
4,3,5,1,6,9,2,7,8,16
4,3,5,1,7,6,9,8,2,2
4,3,5,1,7,6,9,2,8,6
4,3,5,1,7,2,6,8,9,5
4,3,5,1,7,2,8,6,9,3
4,3,5,1,7,2,8,9,6,17
4,3,5,1,7,2,9,8,6,4
4,3,5,1,7,2,9,6,8,8
4,3,5,1,7,8,2,6,9,15
4,3,5,1,7,8,2,9,6,4
4,3,5,1,7,8,6,2,9,3
4,3,5,1,7,8,6,9,2,6
4,3,5,1,7,8,9,6,2,24
4,3,5,1,7,9,8,6,2,15
4,3,5,1,7,9,6,8,2,1
4,3,5,1,8,6,7,2,9,3
4,3,5,1,8,6,2,7,9,3
4,3,5,1,8,6,2,9,7,8
4,3,5,1,8,2,7,9,6,1
4,3,5,1,8,2,6,9,7,2
4,3,5,1,9,7,6,2,8,1
4,3,5,1,9,7,8,6,2,2
4,3,5,1,9,7,8,2,6,8
4,3,5,1,9,8,6,7,2,1
4,3,5,1,9,8,2,6,7,3
4,3,5,1,9,2,8,7,6,1
4,3,5,1,9,2,8,6,7,1
4,3,5,1,9,2,6,8,7,1
4,3,5,1,9,2,6,7,8,1
4,3,5,2,1,6,7,8,9,1
4,3,5,2,1,6,7,9,8,2
4,3,5,2,1,6,8,7,9,1
4,3,5,2,1,6,8,9,7,2
4,3,5,2,1,6,9,8,7,3
4,3,5,2,1,7,6,8,9,10
4,3,5,2,1,7,6,9,8,3
4,3,5,2,1,7,8,6,9,1
4,3,5,2,1,7,8,9,6,2
4,3,5,2,1,7,9,8,6,5
4,3,5,2,1,7,9,6,8,13
4,3,5,2,1,8,7,6,9,1
4,3,5,2,1,9,8,6,7,2
4,3,5,2,1,9,6,8,7,6
4,3,5,2,6,1,7,9,8,1
4,3,5,2,6,1,8,7,9,1
4,3,5,2,6,1,8,9,7,2
4,3,5,2,6,1,9,7,8,5
4,3,5,2,6,7,1,8,9,2
4,3,5,2,6,7,1,9,8,10
4,3,5,2,6,7,8,1,9,1
4,3,5,2,6,7,8,9,1,3
4,3,5,2,6,7,9,8,1,5
4,3,5,2,6,8,7,1,9,9
4,3,5,2,6,8,7,9,1,14
4,3,5,2,6,8,1,7,9,9
4,3,5,2,6,8,1,9,7,38
4,3,5,2,6,8,9,1,7,9
4,3,5,2,6,8,9,7,1,2
4,3,5,2,6,9,7,8,1,5
4,3,5,2,6,9,7,1,8,4
4,3,5,2,6,9,8,7,1,2
4,3,5,2,6,9,8,1,7,2
4,3,5,2,7,6,1,9,8,1
4,3,5,2,7,6,9,8,1,2
4,3,5,2,7,1,6,8,9,14
4,3,5,2,7,1,6,9,8,21
4,3,5,2,7,1,8,6,9,2
4,3,5,2,7,1,8,9,6,7
4,3,5,2,7,8,1,6,9,1
4,3,5,2,7,8,6,9,1,1
4,3,5,2,7,9,1,8,6,2
4,3,5,2,7,9,8,1,6,1
4,3,5,2,7,9,6,1,8,2
4,3,5,2,8,6,7,1,9,4
4,3,5,2,8,6,7,9,1,4
4,3,5,2,8,6,1,7,9,1
4,3,5,2,8,7,6,1,9,2
4,3,5,2,8,7,9,6,1,1
4,3,5,2,8,1,7,6,9,1
4,3,5,2,8,1,7,9,6,1
4,3,5,2,8,1,6,9,7,1
4,3,5,2,8,1,9,6,7,2
4,3,5,2,8,1,9,7,6,2
4,3,5,2,8,9,7,1,6,6
4,3,5,2,8,9,1,7,6,1
4,3,5,2,8,9,1,6,7,1
4,3,5,2,9,7,6,8,1,1
4,3,5,2,9,7,6,1,8,6
4,3,5,2,9,7,8,6,1,2
4,3,5,2,9,7,1,6,8,1
4,3,5,2,9,1,7,8,6,3
4,3,5,2,9,1,8,7,6,1
4,3,5,2,9,1,8,6,7,1
4,3,5,2,9,1,6,8,7,6
4,3,5,2,9,1,6,7,8,1
4,3,5,6,2,1,8,9,7,2
4,3,5,6,2,1,9,8,7,2
4,3,5,6,2,7,8,1,9,1
4,3,5,6,2,7,9,1,8,1
4,3,5,6,2,9,7,1,8,1
4,3,5,6,1,9,2,8,7,1
4,3,5,6,1,9,2,7,8,2
4,3,5,6,7,2,8,9,1,1
4,3,5,6,7,2,9,1,8,1
4,3,5,6,7,8,2,1,9,2
4,3,5,6,7,8,2,9,1,1
4,3,5,6,7,8,1,2,9,1
4,3,5,6,7,9,1,8,2,1
4,3,5,6,7,9,1,2,8,1
4,3,5,6,8,7,2,9,1,1
4,3,5,6,8,2,7,1,9,5
4,3,5,6,8,2,7,9,1,1
4,3,5,6,8,2,9,1,7,1
4,3,5,6,8,9,7,2,1,1
4,3,5,6,8,9,7,1,2,7
4,3,5,6,8,9,2,1,7,1
4,3,5,6,8,9,1,2,7,3
4,3,5,6,8,9,1,7,2,4
4,3,5,6,9,7,8,2,1,6
4,3,5,7,2,1,6,8,9,1
4,3,5,7,2,8,6,1,9,1
4,3,5,7,2,8,9,1,6,2
4,3,5,7,2,9,1,8,6,5
4,3,5,7,2,9,1,6,8,2
4,3,5,7,2,9,8,1,6,10
4,3,5,7,2,9,8,6,1,3
4,3,5,7,2,9,6,8,1,1
4,3,5,7,6,2,1,9,8,1
4,3,5,7,6,2,8,9,1,1
4,3,5,7,6,2,9,8,1,1
4,3,5,7,6,9,1,8,2,7
4,3,5,7,6,9,1,2,8,2
4,3,5,7,6,9,8,2,1,3
4,3,5,7,6,9,2,8,1,1
4,3,5,7,6,9,2,1,8,3
4,3,5,7,1,2,6,8,9,1
4,3,5,7,1,8,2,6,9,1
4,3,5,7,1,8,6,9,2,1
4,3,5,7,1,9,2,6,8,3
4,3,5,7,1,9,6,8,2,2
4,3,5,7,8,6,2,1,9,1
4,3,5,7,8,6,2,9,1,5
4,3,5,7,8,6,9,2,1,5
4,3,5,7,8,1,6,2,9,13
4,3,5,7,8,1,6,9,2,12
4,3,5,7,8,1,2,6,9,4
4,3,5,7,8,1,2,9,6,3
4,3,5,7,8,1,9,2,6,24
4,3,5,7,8,1,9,6,2,12
4,3,5,7,8,2,1,6,9,8
4,3,5,7,8,2,1,9,6,8
4,3,5,7,8,2,6,9,1,1
4,3,5,7,8,2,9,6,1,1
4,3,5,7,8,9,1,6,2,1
4,3,5,7,8,9,2,6,1,2
4,3,5,7,9,6,1,2,8,2
4,3,5,7,9,6,8,1,2,7
4,3,5,7,9,6,8,2,1,4
4,3,5,7,9,6,2,8,1,38
4,3,5,7,9,6,2,1,8,12
4,3,5,7,9,1,8,6,2,3
4,3,5,7,9,1,8,2,6,3
4,3,5,7,9,1,2,8,6,5
4,3,5,7,9,1,2,6,8,8
4,3,5,7,9,8,1,6,2,3
4,3,5,7,9,8,1,2,6,9
4,3,5,7,9,8,2,6,1,14
4,3,5,7,9,8,2,1,6,15
4,3,5,7,9,2,1,8,6,1
4,3,5,7,9,2,1,6,8,1
4,3,5,7,9,2,8,1,6,14
4,3,5,7,9,2,8,6,1,4
4,3,5,7,9,2,6,8,1,1
4,3,5,7,9,2,6,1,8,4
4,3,5,8,2,9,1,7,6,1
4,3,5,8,2,9,6,1,7,1
4,3,5,8,6,2,9,1,7,2
4,3,5,8,6,2,9,7,1,4
4,3,5,8,6,7,2,1,9,2
4,3,5,8,6,1,7,2,9,1
4,3,5,8,6,1,2,7,9,1
4,3,5,8,6,1,9,7,2,1
4,3,5,8,1,6,2,7,9,2
4,3,5,8,1,2,7,6,9,2
4,3,5,8,1,2,7,9,6,2
4,3,5,8,1,9,7,2,6,1
4,3,5,8,1,9,6,7,2,3
4,3,5,8,9,7,1,6,2,2
4,3,5,8,9,2,7,1,6,3
4,3,5,8,9,2,6,1,7,1
4,3,5,9,2,6,1,8,7,2
4,3,5,9,2,7,8,1,6,1
4,3,5,9,2,8,6,7,1,1
4,3,5,9,2,8,6,1,7,1
4,3,5,9,2,8,1,6,7,2
4,3,5,9,2,8,1,7,6,2
4,3,5,9,2,1,8,7,6,1
4,3,5,9,2,1,8,6,7,1
4,3,5,9,2,1,6,8,7,1
4,3,5,9,2,1,6,7,8,1
4,3,5,9,6,2,7,8,1,2
4,3,5,9,6,2,7,1,8,4
4,3,5,9,6,2,8,7,1,13
4,3,5,9,6,2,8,1,7,3
4,3,5,9,6,2,1,8,7,1
4,3,5,9,6,2,1,7,8,2
4,3,5,9,6,7,8,1,2,3
4,3,5,9,6,7,1,8,2,1
4,3,5,9,6,7,1,2,8,4
4,3,5,9,6,8,7,2,1,3
4,3,5,9,6,8,2,7,1,4
4,3,5,9,6,8,2,1,7,4
4,3,5,9,6,8,1,2,7,12
4,3,5,9,6,8,1,7,2,1
4,3,5,9,6,1,7,2,8,6
4,3,5,9,7,6,2,1,8,4
4,3,5,9,7,2,6,1,8,1
4,3,5,9,7,2,8,6,1,1
4,3,5,9,7,8,2,6,1,1
4,3,5,9,7,8,2,1,6,2
4,3,5,9,7,8,6,2,1,3
4,3,5,9,7,8,1,2,6,1
4,3,5,9,7,1,2,8,6,1
4,3,5,9,7,1,6,8,2,3
4,3,5,9,7,1,6,2,8,3
4,3,5,9,8,6,7,1,2,4
4,3,5,9,8,6,1,2,7,1
4,3,5,9,8,7,6,2,1,4
4,3,5,9,8,7,6,1,2,4
4,3,5,9,8,7,2,1,6,6
4,3,5,9,8,7,1,2,6,1
4,3,5,9,8,2,7,6,1,2
4,3,5,9,8,2,7,1,6,1
4,3,5,9,8,2,6,7,1,4
4,3,5,9,8,2,6,1,7,2
4,3,5,9,8,2,1,6,7,6
4,3,5,9,8,2,1,7,6,4
4,3,5,9,1,6,7,8,2,2
4,3,5,9,1,6,7,2,8,4
4,3,5,9,1,6,8,2,7,2
4,3,5,9,1,7,6,8,2,3
4,3,5,9,1,7,6,2,8,2
4,3,5,9,1,8,7,6,2,5
4,3,5,9,1,8,7,2,6,5
4,3,5,9,1,8,6,7,2,4
4,3,5,9,1,8,6,2,7,3
4,3,5,9,1,8,2,6,7,9
4,3,5,9,1,8,2,7,6,6
4,3,5,9,1,2,7,8,6,1
4,3,5,9,1,2,7,6,8,2
4,3,5,9,1,2,8,6,7,3
4,3,5,9,1,2,6,8,7,1
4,3,6,1,5,2,8,7,9,1
4,3,6,1,5,2,8,9,7,1
4,3,6,1,5,2,9,7,8,4
4,3,6,1,5,7,2,8,9,1
4,3,6,1,5,7,2,9,8,1
4,3,6,1,5,8,2,7,9,1
4,3,6,1,5,9,8,7,2,1
4,3,6,1,5,9,2,8,7,1
4,3,6,1,7,5,2,8,9,1
4,3,6,1,7,8,2,9,5,2
4,3,6,1,7,8,9,2,5,1
4,3,6,1,7,8,9,5,2,2
4,3,6,1,8,5,2,7,9,1
4,3,6,1,8,5,9,2,7,2
4,3,6,1,9,2,8,5,7,2
4,3,6,1,9,2,5,8,7,1
4,3,6,1,9,2,5,7,8,1
4,3,6,1,9,7,2,5,8,1
4,3,6,1,9,8,5,7,2,2
4,3,6,5,1,2,7,8,9,1
4,3,6,5,1,7,8,9,2,2
4,3,6,5,1,7,9,2,8,1
4,3,6,5,1,8,2,7,9,1
4,3,6,5,1,8,2,9,7,1
4,3,6,5,2,1,9,7,8,2
4,3,6,5,2,7,1,8,9,1
4,3,6,5,2,7,1,9,8,1
4,3,6,5,2,8,7,1,9,2
4,3,6,5,2,8,7,9,1,1
4,3,6,5,2,8,9,1,7,1
4,3,6,5,2,9,1,8,7,1
4,3,6,5,7,2,8,1,9,1
4,3,6,5,7,2,9,8,1,2
4,3,6,5,7,2,9,1,8,1
4,3,6,5,7,1,8,9,2,1
4,3,6,5,7,8,1,2,9,9
4,3,6,5,7,8,1,9,2,7
4,3,6,5,7,8,2,9,1,1
4,3,6,5,7,8,9,2,1,7
4,3,6,5,7,8,9,1,2,5
4,3,6,5,7,9,1,2,8,4
4,3,6,5,7,9,2,8,1,1
4,3,6,5,8,7,2,1,9,2
4,3,6,5,8,7,1,2,9,1
4,3,6,5,8,7,1,9,2,1
4,3,6,5,8,1,2,7,9,1
4,3,6,5,8,9,1,7,2,1
4,3,6,5,8,9,1,2,7,2
4,3,6,5,8,9,2,7,1,1
4,3,6,5,9,2,7,8,1,2
4,3,6,5,9,2,7,1,8,8
4,3,6,5,9,2,8,7,1,1
4,3,6,5,9,2,1,8,7,1
4,3,6,5,9,2,1,7,8,2
4,3,6,5,9,7,2,8,1,1
4,3,6,5,9,7,1,2,8,3
4,3,6,5,9,1,7,8,2,2
4,3,6,5,9,1,8,7,2,5
4,3,6,5,9,1,2,8,7,3
4,3,6,2,7,1,9,5,8,1
4,3,6,2,7,8,5,1,9,1
4,3,6,2,7,8,9,5,1,1
4,3,6,2,8,1,5,9,7,1
4,3,6,2,8,7,9,1,5,1
4,3,6,7,5,2,9,8,1,1
4,3,6,7,5,2,9,1,8,1
4,3,6,7,5,1,2,8,9,1
4,3,6,7,5,1,2,9,8,2
4,3,6,7,5,1,8,9,2,1
4,3,6,7,5,1,9,2,8,1
4,3,6,7,5,8,2,1,9,1
4,3,6,7,5,8,9,2,1,4
4,3,6,7,5,9,8,2,1,1
4,3,6,7,2,5,1,9,8,3
4,3,6,7,2,5,8,1,9,2
4,3,6,7,2,5,9,8,1,1
4,3,6,7,2,5,9,1,8,2
4,3,6,7,2,1,9,5,8,6
4,3,6,7,2,8,9,5,1,2
4,3,6,7,2,9,1,8,5,1
4,3,6,7,2,9,1,5,8,1
4,3,6,7,2,9,8,5,1,3
4,3,6,7,1,2,9,8,5,1
4,3,6,7,1,5,2,9,8,1
4,3,6,7,1,5,8,9,2,2
4,3,6,7,1,5,9,2,8,1
4,3,6,7,1,8,2,9,5,1
4,3,6,7,1,9,5,8,2,5
4,3,6,7,1,9,5,2,8,2
4,3,6,7,1,9,2,8,5,1
4,3,6,7,1,9,2,5,8,1
4,3,6,7,8,1,2,5,9,2
4,3,6,7,8,1,2,9,5,1
4,3,6,7,8,1,5,2,9,1
4,3,6,7,8,1,5,9,2,2
4,3,6,7,8,1,9,5,2,3
4,3,6,7,8,5,1,2,9,1
4,3,6,7,8,9,1,5,2,1
4,3,6,7,8,9,5,1,2,1
4,3,6,7,8,9,2,1,5,1
4,3,6,7,9,2,5,8,1,1
4,3,6,7,9,1,2,8,5,1
4,3,6,7,9,1,2,5,8,3
4,3,6,7,9,1,8,5,2,2
4,3,6,7,9,8,1,2,5,4
4,3,6,7,9,8,2,1,5,3
4,3,6,7,9,8,2,5,1,1
4,3,6,7,9,5,2,8,1,1
4,3,6,8,2,5,7,1,9,2
4,3,6,8,2,1,7,9,5,1
4,3,6,8,2,1,9,5,7,2
4,3,6,8,7,9,5,2,1,1
4,3,6,8,7,9,2,5,1,1
4,3,6,8,1,2,5,7,9,1
4,3,6,8,1,7,9,2,5,1
4,3,6,8,1,5,2,7,9,1
4,3,6,8,1,5,2,9,7,3
4,3,6,8,1,5,9,7,2,1
4,3,6,8,1,9,2,5,7,4
4,3,6,8,1,9,2,7,5,1
4,3,6,8,9,2,7,5,1,1
4,3,6,8,9,1,7,2,5,1
4,3,6,8,9,1,2,5,7,1
4,3,6,8,9,5,2,7,1,1
4,3,6,9,5,2,8,7,1,1
4,3,6,9,5,2,8,1,7,1
4,3,6,9,5,2,1,7,8,2
4,3,6,9,5,7,8,2,1,1
4,3,6,9,5,7,1,8,2,1
4,3,6,9,5,8,7,1,2,1
4,3,6,9,5,8,1,2,7,1
4,3,6,9,5,8,1,7,2,1
4,3,6,9,5,1,8,2,7,1
4,3,6,9,5,1,2,7,8,2
4,3,6,9,2,5,7,8,1,1
4,3,6,9,7,8,2,1,5,1
4,3,6,9,7,1,5,8,2,1
4,3,6,9,7,1,2,8,5,1
4,3,6,9,8,2,1,5,7,1
4,3,6,9,8,7,2,5,1,1
4,3,6,9,8,7,2,1,5,1
4,3,6,9,8,7,1,5,2,5
4,3,6,9,8,7,1,2,5,5
4,3,6,9,8,5,7,1,2,3
4,3,6,9,8,5,2,7,1,1
4,3,6,9,8,5,2,1,7,3
4,3,6,9,8,5,1,2,7,2
4,3,6,9,8,5,1,7,2,1
4,3,6,9,8,1,7,5,2,1
4,3,6,9,8,1,7,2,5,4
4,3,6,9,1,2,8,5,7,1
4,3,6,9,1,2,5,8,7,2
4,3,6,9,1,2,5,7,8,1
4,3,6,9,1,7,2,5,8,1
4,3,6,9,1,7,8,5,2,1
4,3,7,1,5,2,6,9,8,1
4,3,7,1,6,5,9,8,2,1
4,3,7,1,6,2,5,8,9,2
4,3,7,1,6,2,8,5,9,1
4,3,7,1,6,2,9,8,5,1
4,3,7,1,6,2,9,5,8,2
4,3,7,1,6,9,2,8,5,1
4,3,7,1,6,9,2,5,8,5
4,3,7,1,6,9,8,5,2,1
4,3,7,1,6,9,5,8,2,4
4,3,7,1,6,9,5,2,8,5
4,3,7,1,8,6,5,2,9,1
4,3,7,1,8,5,9,2,6,1
4,3,7,1,8,9,5,2,6,1
4,3,7,5,1,8,9,6,2,2
4,3,7,5,6,9,1,8,2,1
4,3,7,5,2,8,1,9,6,1
4,3,7,5,8,2,6,9,1,1
4,3,7,5,8,2,9,1,6,1
4,3,7,5,9,6,2,8,1,1
4,3,7,5,9,2,1,8,6,1
4,3,7,6,5,8,1,2,9,3
4,3,7,6,5,8,9,2,1,1
4,3,7,6,1,5,8,9,2,1
4,3,7,6,1,5,9,8,2,1
4,3,7,6,1,2,5,8,9,1
4,3,7,6,1,2,8,5,9,2
4,3,7,6,1,2,9,8,5,4
4,3,7,6,1,2,9,5,8,7
4,3,7,6,1,8,2,5,9,8
4,3,7,6,1,8,5,2,9,3
4,3,7,6,1,8,5,9,2,8
4,3,7,6,1,8,9,5,2,6
4,3,7,6,1,8,9,2,5,1
4,3,7,6,1,9,2,8,5,9
4,3,7,6,1,9,2,5,8,9
4,3,7,6,1,9,8,2,5,6
4,3,7,6,1,9,8,5,2,1
4,3,7,6,2,5,1,8,9,3
4,3,7,6,2,9,8,5,1,1
4,3,7,6,8,1,2,5,9,40
4,3,7,6,8,1,2,9,5,29
4,3,7,6,8,1,5,2,9,5
4,3,7,6,8,1,5,9,2,3
4,3,7,6,8,1,9,5,2,18
4,3,7,6,8,1,9,2,5,19
4,3,7,6,8,2,1,5,9,11
4,3,7,6,8,2,1,9,5,2
4,3,7,6,8,2,5,1,9,1
4,3,7,6,8,2,9,1,5,1
4,3,7,6,8,5,2,1,9,3
4,3,7,6,8,5,2,9,1,11
4,3,7,6,8,5,1,2,9,2
4,3,7,6,8,5,1,9,2,2
4,3,7,6,8,5,9,1,2,15
4,3,7,6,8,9,2,1,5,30
4,3,7,6,8,9,5,2,1,3
4,3,7,6,8,9,1,5,2,5
4,3,7,6,8,9,1,2,5,2
4,3,7,6,9,1,2,5,8,2
4,3,7,6,9,2,1,5,8,1
4,3,7,6,9,8,5,2,1,1
4,3,7,6,9,5,2,8,1,1
4,3,7,6,9,5,8,2,1,2
4,3,7,2,5,6,1,8,9,5
4,3,7,2,5,6,8,1,9,1
4,3,7,2,5,6,8,9,1,4
4,3,7,2,5,6,9,8,1,1
4,3,7,2,5,1,6,8,9,1
4,3,7,2,5,1,6,9,8,12
4,3,7,2,5,1,8,6,9,3
4,3,7,2,5,1,8,9,6,3
4,3,7,2,5,1,9,8,6,3
4,3,7,2,5,1,9,6,8,3
4,3,7,2,5,8,1,6,9,1
4,3,7,2,5,8,6,1,9,6
4,3,7,2,5,8,9,6,1,1
4,3,7,2,5,8,9,1,6,1
4,3,7,2,5,9,8,1,6,2
4,3,7,2,5,9,6,8,1,2
4,3,7,2,5,9,6,1,8,1
4,3,7,2,6,5,1,9,8,1
